AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-27,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-27,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-37,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-32,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-39,1,","
AC233F53BE9C,-33,1,","
AC233F53BE9C,-38,1,","
AC233F53BE9C,-36,1,","
AC233F53BE9C,-38,1,","
